1步杀421,1Rb1kc3/4a4/4bc3/1N2C4/9/9/9/9/9/3K5 w
9步杀8268,3k1ab2/2R1a4/9/9/4N4/2c6/3C5/4B4/4Ap1r1/2BAK3c w
9步杀8269,2ck2b2/2N4r1/4b4/4p4/9/9/2R6/3C5/2p1p4/c2K5 w
#9步杀8270,2b1k4/4a4/4b4/2r4N1/4C4/9/9/4B4/1n1KA4/6BR1 w
9步杀8271,9/4knRC1/9/4N4/9/9/9/r2p5/4p4/3K5 w
9步杀8272,9/3rk4/9/8N/1R7/9/4n4/3ABC3/2p1p4/3K5 w
9步杀8273,4kab2/4a2n1/4b4/1N7/1R1r5/9/9/3C1p3/4p1p2/5K3 w
9步杀8274,1Nbk1a3/4a4/b8/2p5p/9/R5B2/8n/4C4/1r2p4/5K3 w
9步杀8275,C3k4/4a1R2/2Nc5/9/9/9/9/4B1n2/3r1p3/2B1K4 w
9步杀8276,3k1ab2/2R1a4/9/9/n3N4/4c4/3C5/4B4/4Apr2/2BAK4 w
#9步杀8277,3akab2/3R5/8b/9/2N6/9/4c1r2/1C2B3n/4A1p2/2BAK4 w
9步杀8278,3R1C1r1/3N1k3/2c6/9/9/9/9/5n3/2p1p4/3K5 w
9步杀8279,7cC/3k3N1/9/4R4/9/1n7/9/3p5/1r2p4/3K5 w
9步杀8280,9/3rk4/9/8N/1R7/9/4n4/3ABC3/cp2p4/2BK5 w
9步杀8281,2b2a2c/4ak3/1C7/9/2p3N2/4R4/9/4B4/1n3p2r/3AK4 w
9步杀8283,2bak4/4a4/2c1b4/4p2N1/5Cn2/1r7/9/c8/4A3R/3K1AB2 w
9步杀8284,C2k2b1c/2R1a4/b2a2N2/6p2/2p3n2/9/9/5A2r/4AKn2/9 w
9步杀8285,5kr2/2nc2R2/b1N6/4p4/6pn1/3C5/3c5/5p3/4p4/5K3 w
9步杀8286,2ba5/4ak3/4b1N2/8C/1R7/9/9/4BA3/1rr6/3K2B2 w
9步杀8287,2ba5/5k3/1CN1b4/7R1/9/9/9/5r3/r3p4/3K5 w
9步杀8288,2ba5/4ak3/4b1N2/2p6/1R7/8C/9/9/1r2r4/3K5 w
9步杀8289,2ba5/5k3/1CN1b4/9/9/9/9/4pr3/9/r1BK3R1 w
9步杀8290,2ba5/5k3/1CN1b4/9/9/9/9/9/4pr3/r1BK3R1 w
9步杀8291,2ba5/4ak3/4b1N2/8C/1R7/9/9/4B4/1rr1p4/3K2B2 w
9步杀8292,1R7/c3k4/C4N3/9/9/9/9/4p4/7rr/4K4 w
9步杀8293,1r2R4/3ka1c2/9/9/C1N6/9/9/3r5/3p1p3/4K4 w
9步杀8294,1Cbak2r1/3R1r3/9/4p4/4c4/9/4N4/B3B4/4p4/3K5 w
9步杀8295,2bak4/rn2a4/4b4/5N3/5r1R1/9/9/3p1C3/2p1p4/3K5 w
9步杀8296,1r3R3/3ka1c2/9/9/2b1N1b2/9/9/3C1K3/4p1r2/3c2n2 w
9步杀8297,1r1ar4/C8/4k1N2/9/6b2/5R3/9/4c4/2np1p1n1/2c1K4 w
9步杀8298,8r/3n1k2r/3a1a3/2pN5/2b2R2n/3p1C2c/9/5p3/4p4/5K1c1 w
9步杀8374,3k1a3/4a4/b6R1/N8/C1p6/9/9/7C1/2r6/3AKAn1c w
9步杀8375,3k1a3/4a4/b6R1/N8/C1p6/9/9/7C1/2r2p1n1/3AKAB1c w
9步杀8376,N2a5/3c4R/C3k4/9/C8/9/9/5p3/r3p4/c2AnK3 w
9步杀8377,3a1k3/3R2N2/4b4/9/2b6/5C3/4p1p2/1cn6/1C1r5/c3K4 w
9步杀8378,2bakcb2/1n1C1R3/9/4C4/2p1p1p2/9/2N6/6n2/3pAp1r1/4K3c w
9步杀8379,5kb2/6N2/c3b1r2/9/9/CC6p/9/3A3R1/2rp5/3AK4 w
9步杀8380,5a3/4k4/4b4/6N2/6b2/9/2nR5/2rC4C/5p3/3K1A2r w
9步杀8381,C3knN2/4a4/3ac4/3r2r2/9/9/4p4/9/4A4/CR2KAB2 w
9步杀8382,4kab2/2r1a4/4b4/7C1/1NpR5/4C4/7c1/B8/2p1Arn2/4KAB2 w
9步杀8423,2N2kcN1/9/4R4/1cp6/6p2/5C3/9/9/1rp1p4/3K5 w
9步杀8424,9/5k3/b1N4R1/3n4r/6p1N/9/8C/9/3p1p1c1/4K2c1 w
9步杀8425,3R1N3/2C1k4/9/2n6/2N6/9/2n6/3pc4/1r2p4/3K5 w
9步杀8426,6b2/3k5/R3na1Nc/4N4/9/9/3C5/9/4pnpr1/4cK3 w
9步杀8427,2b1k1NcC/3R1n3/n3N4/9/2r3p2/6c2/9/5p3/4p4/5K3 w
9步杀8428,2b2kbc1/9/3R1N3/6c1r/4N4/1C7/1n7/2r6/6p2/3p1K3 w
9步杀8429,9/C3n4/5k3/p3N4/N5bc1/9/1R4r2/4p4/5p3/rc2K4 w
9步杀8430,c1R6/2r6/2Nk4b/4N4/4p3r/4C4/3n5/3c5/2p1p4/3K5 w
9步杀8431,2b2a3/7C1/b3k4/1N4pn1/2R3c1N/9/9/2rp5/4p1p2/3K2c1r w
9步杀8432,r4a2n/3k4C/9/1N4N2/4R4/9/6n2/2pp5/4p4/r1cK5 w
9步杀8433,1r4R2/6N1c/N2k5/2pn2pr1/n1b3b2/8C/9/9/4p1p2/5K3 w
9步杀8434,9/9/c1NkbR3/9/5N3/1n1Crn3/9/1c7/4p1r2/3p1K3 w
9步杀8435,1cbk5/4RN3/b1n6/2N6/6p2/9/6cr1/3p2Cn1/1r1p5/4K4 w
9步杀8436,7R1/3k5/1Nrn5/4pn2c/3N5/3C5/9/4c1r2/2p1pp3/3K5 w
9步杀8437,c1b1k1b2/5N3/2N2Rn2/r1p1n4/9/9/9/9/2pp1p3/2c1KC1r1 w
9步杀8465,5N3/5k3/4R4/4N4/9/9/9/3p5/1C2p2p1/1rCK1nrc1 w
9步杀8466,2Ra1k3/9/2NC3C1/2p3N2/9/2BpcpB2/3p1p3/4r4/3K1n3/2r3n2 w
9步杀8467,1r1a5/2N1R4/2nk4b/2pN5/3c1r3/2nC5/4cC3/9/4p1p2/5K3 w
9步杀8510,2bak4/4a4/4b4/5R3/4NCr2/5R3/9/3p5/4p4/3K5 w
9步杀8511,3a1k3/RC1cc4/r2a5/2N6/9/9/9/5p3/4p1p2/5K2R w
9步杀8512,3a1kb2/4a4/4c3n/1NR5R/9/9/9/4C4/4A4/crB1KAB2 w
9步杀8513,2b2k3/9/4b2R1/9/1Nn6/9/4R4/3C1p3/2c5r/1c3KB2 w
9步杀8514,2b2k3/9/4b2R1/9/1Nn6/9/4R4/c2C1p3/2c1A3r/3A1K3 w
9步杀8515,3a1k3/4a4/4c3b/1NR6/1CR3b2/9/9/4B4/r1npA1c2/4KA3 w
9步杀8516,3a1kb2/4a4/4c3n/1NR5R/9/9/9/4C4/3pA4/crB1KAB2 w
9步杀8517,2R2a2R/9/5kN2/2p2n3/2b3n1C/9/5c3/4p4/5p3/2rcK4 w
9步杀8518,3a2R2/4ak3/9/2r3R2/7NC/9/2r6/9/3p1p3/4K4 w
9步杀8519,2bak1b2/3Ra4/2N6/2R6/9/6C2/4p4/4B4/1r4r2/1cBAK4 w
9步杀8520,C3ka1r1/3Ra4/9/5NR2/9/9/9/9/r2p1pc2/4K4 w
9步杀8522,C3ka1r1/3Ra4/9/5NR2/9/9/6c2/r8/7n1/4K1B2 w
9步杀8523,2bk5/1R2a4/3ab3c/6RN1/9/1C4B2/9/r3B2r1/4n4/3K5 w
9步杀8524,2bak1b2/3Ra4/2N6/nR7/9/7C1/9/4B4/3p3r1/c1rAKAB2 w
9步杀8525,C3ka1r1/3Ra4/9/5NR2/9/9/9/r8/2p2p1n1/3AK1c2 w
9步杀8526,6b2/5k3/3a1cR1b/6N2/8n/9/9/4C1p2/2rpRpr2/4K4 w
9步杀8527,2baRR1N1/9/3k4C/3n5/2b1r4/9/5c3/4p4/5p3/1r1cK4 w
9步杀8528,5R3/9/1N2k4/9/6crC/9/4p2R1/5p3/4p1cnr/5K3 w
9步杀8529,5R3/5R3/4k4/4c4/1rcCN1b2/4p4/4n4/4K4/4n4/4r4 w
9步杀8530,6b2/5c3/1r1N1k2b/3n5/3R5/3R2n2/9/7C1/2p1p4/3K1c2r w
9步杀8531,3k4c/8R/3N3r1/9/1n3n1R1/4C4/9/5p3/2r1p1p2/5Kc2 w
9步杀8532,1r2R1b2/9/5k2c/8N/c1bn3n1/3p5/5CR2/3K1p1r1/4p4/9 w
9步杀8533,1Rb1ka3/1N7/4bR3/4nrn2/1c1r5/9/3C5/5p3/4p1p2/3c1K3 w
9步杀8552,4k1bnC/5RN2/b1n6/9/9/4cC3/9/4pp3/6p2/3rcK1R1 w
9步杀8553,4k4/3ra1C2/2N3CR1/2p3p2/6bR1/9/9/5p3/2r1p4/5K3 w
9步杀8554,3k1a1r1/4aC2c/1N2b4/9/6R2/9/9/3C5/2r1p4/1R1K5 w
9步杀8555,2cak1b2/4a3N/1R2b2RC/7C1/9/9/9/2r6/3r1p3/4K4 w
9步杀8556,3k5/2N2R3/5R3/2p1p4/2Cc2C2/3c5/9/9/2rp1pr2/4K4 w
9步杀8557,2Nak4/5r3/C3c2R1/1C7/9/1n7/9/3p5/4p4/1c1K1R1r1 w
9步杀8558,2baka1RC/9/2c3C1n/4pN1R1/9/9/9/3p5/7r1/3K1prc1 w
9步杀8559,6bCc/9/2r1ka2N/9/n2c4n/r8/1C7/9/4p1p2/2R2K2R w
9步杀8560,9/5R3/b3k1cn1/4N4/2n2rpc1/4R4/4r4/5p3/6p2/1C1pCK3 w
9步杀8579,7Rc/C2Nak3/4ba3/3R5/9/2N6/9/3AB1n2/3p1p2r/4K4 w
9步杀8580,2c4Rc/1C2k3r/5a3/1N2n1R2/1N7/3n5/9/3p5/4p4/3K5 w
9步杀8581,2n1ka3/3RaR3/C3b3N/6N2/6b2/9/9/9/r2p1pr2/4K4 w
9步杀8582,5k2c/CN2a2R1/4ba3/3R5/9/2N6/9/3A2n2/3r1pr2/4K1B2 w
9步杀8583,4N1b2/4a4/1n1k3C1/2NcpRp2/9/9/1r7/9/2p1p4/3K1Rr2 w
9步杀8584,1rb6/3ka2R1/C4nN2/9/8r/N1Rc5/9/2n6/5p3/2p1K4 w
9步杀8585,3c5/2R2n3/3k4C/4cN3/8r/2rN3n1/9/9/3p1p3/4K3R w
9步杀8586,2R2N2C/3Rak3/6cN1/9/2n1n1b2/9/6r2/5p3/4p4/1r1c1K3 w
9步杀8587,9/8r/2cnk3b/4N3n/4N1b1R/4R4/4r4/4C4/2p1pp3/2cK5 w
9步杀8602,n3ka3/1C2a2rc/r3b3R/1N1N5/9/9/6C1R/5p3/4p4/5K3 w
9步杀8603,3ak1b2/2C1a2r1/4b4/1NC5c/4r4/5N3/9/5n3/2p1p3R/3K4R w
9步杀8604,4k4/2Nc1R3/b3n4/2p1N4/4p4/4C4/6r2/4cR3/2p1pr3/3K3C1 w
10步杀7579,2rk5/4R2NC/b6rb/9/5n3/5C3/6n2/5p3/4p4/5K1R1 w
10步杀8282,1cbak4/4a4/4b4/7N1/9/5r3/5C2R/9/4A4/4KAnc1 w
10步杀8521,3R5/5k3/2Nc1a3/5R3/5C3/9/9/2rA1p1r1/3p2p2/5K3 w
10步杀8719,1C2N4/4ak3/8R/9/9/9/r8/3p5/4p4/3K5 w
10步杀8720,3a4R/1C2k4/3N5/9/9/9/r8/3p5/4p4/3K5 w
10步杀8721,3a1k3/4a4/9/1N7/9/2p6/2R6/5C3/1r2p1p2/5K3 w
10步杀8725,1r1k5/4a4/9/6pcp/1Np6/6c2/3C5/5p3/4p4/1R3K3 w
10步杀8726,9/3k1nRC1/2N6/9/9/9/9/r2p5/4p4/3K5 w
10步杀8727,4N4/4ak3/8R/9/n8/9/9/1C1p5/r3p4/3K5 w
10步杀8728,1RN6/3k5/9/1C7/9/9/6n1c/4B4/4p2r1/5KB2 w
10步杀8729,3ak4/6R2/2Nc5/9/9/2B6/9/C3B4/1n1r1p3/4K4 w
10步杀8730,3ak4/6R2/2Nc5/9/9/2B6/9/C2AB4/1n1r1p3/4K4 w
10步杀8731,3a1N3/6R2/5k3/C8/9/9/5p3/3A3r1/4AK3/1cB3Bn1 w
10步杀8732,3ak1b2/9/3a5/7N1/9/3R5/2p1C4/4BAr2/4AK3/cn7 w
10步杀8733,3akab1C/9/7Nn/9/3c5/5R3/9/4B4/r2p5/4KAB2 w
10步杀8734,3k1N1cC/9/9/4R4/9/1n7/9/3p5/1r2p4/3K5 w
10步杀8736,3a3R1/C4k3/3aN4/5r3/2b6/9/9/3n1p3/4p4/c4K3 w
10步杀8737,3akab1C/9/7Nn/9/3c5/5R3/9/4B4/r2p1p3/4KAB2 w
10步杀8738,1C1a5/4ak3/9/9/6N2/4R4/c8/3A4B/4Ap3/1n1K2c1r w
10步杀8739,2b6/C4k3/5c3/5N3/2c5n/9/9/9/1nr1p2R1/3K5 w
10步杀8740,2ck2b2/2N1a1r2/4b4/4p4/9/5R3/9/3C4B/1r2p4/3K5 w
10步杀8741,1rbak1b2/9/N4a2n/8R/5C3/9/5p1r1/9/4p4/5K3 w
10步杀8742,1cbak4/r3arN2/4b4/9/9/9/9/5C2R/2npA4/4KA3 w
10步杀8743,4k1r2/2Nra4/4b4/9/4p4/1R7/9/3C5/3p5/4KAnc1 w
10步杀8744,2ba1kbRC/2N1a4/9/4p4/4c1p2/9/9/1p2B1r2/4r1n2/3K2B2 w
10步杀8745,4ka2N/2R6/5a2b/7Cn/9/3n5/3rp4/4B4/4r4/5K3 w
10步杀8829,4ka2N/2c4C1/9/7c1/9/2R6/1r7/7C1/2p1p4/3K5 w
10步杀8830,9/9/4bk3/9/5N3/9/9/1rCpn4/4p4/C2K2R2 w
10步杀8831,3n4C/4a4/3ak4/6p2/NC7/9/9/4p4/1r3p3/4K1R2 w
10步杀8832,n1b6/4a3C/4k3N/9/2b1c4/9/1r7/7C1/4p1p2/5K1R1 w
10步杀8833,C2R4c/4k4/b7b/9/5N3/9/9/4B4/3nr1p2/c4K2C w
10步杀8834,3a5/8R/CN1ck4/9/C8/9/9/5p3/r3p4/c2AnK3 w
10步杀8835,R4a1C1/3ka4/8b/7N1/6b2/1r7/9/2C4nn/4p4/5K2c w
10步杀8836,3k2b2/6Nn1/9/9/9/9/4R4/4p4/1rnc1p1p1/C1p1K2C1 w
10步杀8837,5k3/4a1R2/2N6/p8/4CC3/9/9/4pcr2/1np2r3/3K1p3 w
10步杀8838,N2ak4/4a4/4b4/4C4/1r1r4c/C7R/7c1/6n2/5K3/9 w
10步杀8839,1rC2k3/9/n4N3/9/9/9/R3c4/4C4/4rn3/3K5 w
10步杀8840,3ak1CNn/2C1a2R1/9/2r6/4r4/9/9/5n3/9/3K1c3 w
10步杀8841,5a3/3ka4/4b4/4C1C2/9/5R3/9/4BA1n1/1n2r1p2/cr1N1K3 w
10步杀8888,9/4k4/3N1a3/5R3/5C3/9/1Nc3r2/5p3/4p4/5K3 w
10步杀8889,3k1a3/R3aN3/9/9/c5bN1/r8/C8/9/4p1p2/5K3 w
10步杀8890,3R5/2C2k3/9/2N6/9/9/2N3nr1/5p3/2c1p4/5K3 w
10步杀8891,4ka3/4a4/6R2/3N5/1C4b2/9/9/3NB4/3p1p3/4Knr1c w
10步杀8892,4ka1r1/1N3nN2/b3b4/9/9/9/9/4cp3/1CR2p3/2p1K3c w
10步杀8893,2b6/6R2/bN3k2C/1r1n1N2c/7n1/6c2/9/5p3/4p4/5K3 w
10步杀8894,5ab2/3r1k3/5a3/3C5/6b1N/3R5/9/3AB4/2p1p4/3K1N1rc w
10步杀8895,3k2N2/2R6/3a5/6p2/1c5C1/1r5r1/2N3p2/3K1p3/4p4/9 w
10步杀8896,4k3r/3Ra2N1/C3b3N/7c1/6b2/2B6/9/3AB4/2nr1p3/4KA3 w
10步杀8897,2b2Rn2/9/4k4/7c1/6br1/2N6/2N6/4C4/4p1p2/1r1c1K3 w
10步杀8898,3k5/5R3/3N5/9/2cc2p2/4N4/3p2p2/2nrBKC2/6r2/9 w
10步杀8899,Nr2kc3/4n3n/2R6/5N3/9/9/7C1/9/3p1pr2/4K4 w
10步杀8900,3c5/3N3C1/3k1a3/7n1/1n2p2N1/2R6/9/9/1r2p2r1/5K3 w
10步杀8901,6c2/2N6/1rnn1k2b/4p4/9/9/4RN3/4r4/2p1Cc3/3K1p3 w
10步杀8902,1cb1R4/3k1N3/b1n6/2N6/6p2/9/6cr1/3p2Cn1/1r1p5/4K4 w
10步杀8903,1CcNk1b2/5RN2/1n2b4/6p2/2nr5/9/5c3/3p5/4pr3/3K5 w
10步杀8904,1R7/4a2NC/b2k5/p1N6/nnb6/5c3/9/1r1p5/2p6/3Kcr3 w
10步杀8905,4k2rr/4a4/6R2/n2N5/5N3/9/2pC3n1/7p1/2p1p1pc1/3K2c2 w
10步杀8906,2n2k3/3R5/9/5Np2/2b3bn1/5p3/9/3p1C3/2cpp1Nr1/1r2cK3 w
10步杀8934,2bank3/9/4b4/6nCN/9/2R6/9/3N5/3pC4/2p1K1crc w
10步杀8935,3k5/1C1Nan3/4b1N2/1r4r2/8R/5C3/4c4/9/4p4/3K5 w
10步杀8936,2Na5/r1R1a4/2cknn2N/4p1C1C/9/9/9/5A2r/3p1p3/4K4 w
10步杀8984,4ka3/2R1a4/7N1/9/9/9/4p4/2C6/2p1p1r2/1R3K3 w
10步杀8986,4R4/7C1/1N1k5/9/3c2b2/9/r8/9/3p1p3/4K1R2 w
10步杀8987,9/4k4/9/3R5/3C1N3/5p3/5p1c1/1r1p5/4p4/3K1R3 w
10步杀8988,4ka2c/4a1RCR/4b4/5n3/6N2/9/9/r8/3p1p3/4K4 w
10步杀8989,3aN4/3k2c2/8n/9/9/9/4p1R2/3pC4/4rp3/3K2R2 w
10步杀8990,4ka3/4a4/3n5/3N5/9/C1R6/2R6/4n4/3p2r2/4K4 w
10步杀8991,9/9/3kn4/4N4/n8/8p/8C/1R6r/3pp1p2/1R3K3 w
10步杀8992,2c2k3/9/b3bN2n/2R6/5R2C/9/9/4BA3/1n4p1r/3A1K3 w
10步杀8993,3c1c2R/R8/b2k4C/4Nnp2/1n5r1/9/9/9/3p1p3/4K4 w
10步杀8994,3a1k1r1/Cc2a1R2/9/3R5/9/1N7/9/9/1r2p4/3K5 w
10步杀8995,6r2/3ka4/b2a5/9/9/3R4C/9/2RAK3c/3p1p3/2N4r1 w
10步杀8996,3ak1b2/2R1ar3/4b4/4p4/3Rc4/9/4N4/4B4/2p1r4/1C1K2B2 w
10步杀8997,9/4k4/9/5R3/3N1C3/3p5/1c1r5/5p1r1/4p4/3R1K3 w
10步杀8998,9/9/4k4/5R3/5C3/3p5/1cNr5/5p1r1/6p2/3R1K3 w
10步杀8999,2bk1a3/4a4/9/2RN5/6b2/4C4/4c4/5AR2/2nr1r3/2BAK1B2 w
10步杀9000,3k1a3/1c2R3C/6n1N/9/9/2B6/9/4BR3/2r1r1p2/5K3 w
10步杀9001,3a1k2C/3ra4/4b4/4p4/6b1N/6cR1/9/3n5/4r4/3K2cR1 w
10步杀9028,8R/4ak3/4na3/6p2/4p2C1/3N1c3/5r3/5p3/4p2C1/5K1R1 w
10步杀9029,1r2ka3/4a3n/4bR3/9/9/5RNC1/9/3p1nC2/4p4/3K5 w
10步杀9030,2b1kabn1/4aR3/3R2N2/8C/9/9/9/2C1Bn3/3p1ppr1/4K3c w
10步杀9031,5kbnC/3R2N2/b1n6/9/9/4cC3/9/4pp3/6p2/3rcK1R1 w
10步杀9032,2r2k3/3Rc3C/b6rb/7N1/9/5C3/4n1n2/5p3/4p4/5K1R1 w
10步杀9033,4k2C1/2c6/3R4b/n3c1N2/5C1n1/4r4/3r5/9/4p1p2/2R2K3 w
10步杀9034,r1b5C/1c7/b2k5/9/N4n1r1/5n3/4C1c2/1R7/4p1p2/1R3K3 w
10步杀9062,4k4/4an3/5aC2/6pN1/9/1N7/8R/9/1c2p1p2/3p1K2R w
10步杀9063,3ak4/2NRa4/9/3N2pR1/4p4/9/9/7rC/2r1p4/3K5 w
10步杀9064,2RR1N2C/5k3/5acN1/9/2n1n1b2/9/6r2/5p3/4p4/1r1c1K3 w
10步杀9065,9/2r1ak3/4c1R2/1N4R2/CnpN5/6n2/4c4/9/1r2p4/1p1K5 w
10步杀9071,3ak4/3ca4/1Cc4n1/6RN1/6NC1/9/9/1r7/2p1p4/3K1R3 w
10步杀9072,3rkab2/1c2a4/4b4/3NCNp1p/3RCR3/9/9/5pr2/4p4/c4K3 w
10步杀9073,5a3/N8/2caknN2/9/2b6/1rn1C1rR1/3C5/3c3R1/2p1p4/3K5 w
10步杀9074,1r1a2R2/2R6/3k1nN1C/n5p2/N1C3b2/9/9/9/3p1p3/3cKc1r1 w
10步杀9075,rn5R1/2N1k1r2/C4a2b/1C7/1N4b2/3n5/9/3p3R1/2p1p4/3Kcpc2 w
